protocol_type,service,duration,src_bytes,dst_bytes,logged_in,count,target
tcp,private,0,0,0,0,108,ataque
tcp,http,0,353,2619,1,10,normal
tcp,http,0,227,2367,1,13,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,ftp_data,0,95,0,0,2,normal
tcp,smtp,1,658,331,1,1,normal
tcp,http,0,229,660,1,2,normal
tcp,private,0,0,0,0,210,ataque
tcp,private,0,0,0,0,82,ataque
tcp,smtp,0,1742,336,1,1,normal
tcp,mtp,0,0,0,0,213,ataque
tcp,private,0,0,0,0,107,ataque
tcp,private,0,0,0,0,283,ataque
tcp,http,0,241,346,1,2,normal
tcp,time,0,0,0,0,203,ataque
tcp,private,0,0,0,0,134,ataque
tcp,private,0,0,0,0,227,ataque
tcp,private,0,0,0,0,118,ataque
tcp,http,0,326,3322,1,2,normal
udp,private,0,105,147,0,1,normal
tcp,http,0,302,707,1,21,normal
icmp,ecr_i,0,1032,0,0,307,ataque
tcp,smtp,11,11425,1372,1,1,normal
tcp,http,0,318,316,1,7,normal
tcp,private,0,0,0,0,204,ataque
tcp,nnsp,0,0,0,0,149,ataque
tcp,http,0,324,4041,1,1,normal
tcp,ftp_data,0,0,0,0,32,ataque
tcp,Z39_50,0,0,0,0,154,ataque
udp,domain_u,0,45,45,0,300,normal
tcp,smtp,3,1761,331,1,1,normal
tcp,http,0,0,0,0,2,normal
tcp,http,0,212,1090,1,6,normal
udp,private,0,105,146,0,6,normal
tcp,vmnet,0,0,0,0,207,ataque
tcp,private,0,0,0,0,17,ataque
tcp,http,0,218,4729,1,20,normal
tcp,private,0,0,0,0,509,ataque
tcp,http,0,139,9618,1,1,normal
udp,domain_u,0,42,108,0,1,normal
tcp,ftp_data,0,95,0,1,2,normal
icmp,urp_i,0,78,0,0,55,normal
tcp,ftp_data,0,19,0,1,2,normal
tcp,systat,0,0,0,0,263,ataque
tcp,http,0,206,1380,1,22,normal
tcp,netbios_ns,0,0,0,0,288,ataque
udp,domain_u,0,44,125,0,79,normal
tcp,http,0,296,1664,1,8,normal
tcp,private,0,0,0,0,117,ataque
tcp,http,0,313,550,1,1,normal
udp,domain_u,0,45,73,0,216,normal
tcp,http,0,278,2380,1,1,normal
tcp,http,0,210,181,1,7,normal
tcp,ftp_data,0,71,0,0,1,normal
tcp,http,0,188,585,1,2,normal
tcp,http,0,220,370,1,9,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,uucp_path,0,0,0,0,139,ataque
udp,private,0,1,0,0,5,ataque
tcp,http,0,317,351,1,1,normal
tcp,klogin,0,0,0,0,131,ataque
tcp,http,0,293,842,1,2,normal
tcp,netstat,0,0,0,0,286,ataque
tcp,private,0,0,0,0,109,ataque
tcp,private,0,0,0,0,110,ataque
tcp,http,0,216,3270,1,2,normal
tcp,http,0,0,0,0,1,normal
tcp,smtp,32,2673,339,1,1,normal
tcp,http,0,212,2158,1,6,normal
icmp,eco_i,0,30,0,0,2,normal
tcp,http,0,207,2561,1,21,normal
tcp,csnet_ns,0,0,0,0,286,ataque
tcp,uucp,0,0,0,0,78,ataque
tcp,ftp,2,1230,2449,1,1,ataque
tcp,smtp,0,1821,332,1,1,normal
tcp,http,0,210,5320,1,32,normal
tcp,private,0,0,0,0,135,ataque
udp,domain_u,0,45,136,0,76,normal
tcp,http,0,239,431,1,1,normal
tcp,link,0,0,0,0,235,ataque
tcp,vmnet,0,0,0,0,249,ataque
tcp,http,0,0,0,0,1,normal
icmp,urp_i,0,183,0,0,2,normal
tcp,private,0,0,0,0,161,ataque
tcp,http,0,282,49165,1,14,normal
tcp,gopher,0,0,0,0,164,ataque
tcp,private,0,0,0,0,138,ataque
tcp,http,0,378,451,1,6,normal
tcp,ldap,0,0,0,0,141,ataque
tcp,http,0,208,744,1,4,normal
udp,other,0,1,0,0,151,ataque
tcp,http,0,54540,8314,1,4,ataque
tcp,http,0,302,2039,1,5,normal
tcp,mtp,0,0,0,0,103,ataque
tcp,http,0,284,598,1,1,normal
tcp,private,0,0,0,0,251,ataque
tcp,private,0,0,0,0,1,ataque
tcp,smtp,9,1357,406,1,1,normal
icmp,ecr_i,0,1032,0,0,511,ataque
icmp,ecr_i,0,1032,0,0,150,ataque
tcp,ftp_data,0,501760,0,1,2,normal
tcp,http,0,198,45076,1,2,normal
tcp,http,0,343,192,1,19,normal
tcp,http,0,313,5226,1,11,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,ftp_data,0,7077,0,1,8,normal
tcp,http,0,230,16617,1,1,normal
tcp,private,0,0,0,0,113,ataque
tcp,private,0,0,0,0,146,ataque
tcp,private,0,0,0,0,1,ataque
tcp,http,0,305,308,1,14,normal
udp,domain_u,0,109,46,0,280,normal
tcp,private,0,0,0,0,238,ataque
tcp,http,0,345,3874,1,7,normal
udp,domain_u,0,44,44,0,260,normal
tcp,http,0,0,0,0,37,ataque
tcp,http,0,249,1450,1,6,normal
tcp,ftp_data,0,7233,0,1,3,normal
tcp,ftp,0,0,0,0,255,ataque
tcp,ftp_data,0,334,0,1,1,ataque
tcp,http,0,0,0,0,1,normal
tcp,smtp,0,870,329,1,2,normal
tcp,link,0,0,0,0,241,ataque
icmp,eco_i,0,18,0,0,1,ataque
tcp,private,0,0,0,0,101,ataque
tcp,http,0,214,334,1,3,normal
tcp,http,0,256,396,1,1,normal
tcp,http,0,331,1721,1,6,normal
tcp,private,0,0,0,0,116,ataque
tcp,auth,0,0,0,0,272,ataque
icmp,eco_i,0,18,0,0,1,ataque
tcp,http,0,290,179,1,20,normal
tcp,smtp,0,1640,332,1,1,normal
icmp,ecr_i,0,20,0,0,3,ataque
udp,domain_u,0,44,131,0,127,normal
tcp,http,0,258,7770,1,1,normal
tcp,telnet,3075,1481,7668,1,1,normal
udp,domain_u,0,44,128,0,71,normal
tcp,name,0,0,0,0,298,ataque
tcp,ftp_data,0,192,0,1,2,normal
tcp,http,0,222,1247,1,14,normal
tcp,daytime,0,0,0,0,243,ataque
udp,domain_u,0,45,79,0,249,normal
tcp,smtp,0,687,328,1,1,normal
udp,domain_u,0,44,73,0,218,normal
tcp,private,0,0,0,0,100,ataque
tcp,Z39_50,0,0,0,0,270,ataque
tcp,smtp,0,2685,333,1,1,normal
tcp,http,0,54540,8314,1,5,ataque
tcp,shell,0,38,1,0,1,normal
tcp,http,0,280,362,1,9,normal
tcp,telnet,0,0,0,0,77,ataque
tcp,private,0,0,0,0,146,ataque
tcp,iso_tsap,0,0,0,0,234,ataque
udp,domain_u,0,44,127,0,72,normal
tcp,http,0,153,33054,1,8,normal
tcp,http,0,209,1155,1,34,normal
tcp,http,0,285,2612,1,2,normal
tcp,mtp,0,0,0,0,241,ataque
tcp,private,0,0,0,0,231,ataque
udp,domain_u,0,45,72,0,257,normal
udp,other,1216,146,105,0,2,normal
tcp,http,0,255,482,1,12,normal
tcp,http,0,238,2101,1,4,normal
tcp,private,0,0,0,0,120,ataque
udp,domain_u,0,45,131,0,70,normal
tcp,ftp_data,0,501760,0,1,1,normal
tcp,telnet,0,0,0,0,286,ataque
udp,domain_u,0,45,76,0,113,normal
tcp,csnet_ns,0,0,0,0,241,ataque
icmp,eco_i,0,30,0,0,2,normal
tcp,http,0,309,3353,1,1,normal
tcp,http,0,254,3200,1,10,normal
tcp,http,0,349,269,1,4,normal
tcp,private,0,0,0,0,111,ataque
tcp,http,0,199,12884,1,1,normal
tcp,ftp_data,0,59,0,1,8,normal
udp,private,0,207,0,0,2,ataque
tcp,exec,0,0,0,0,96,ataque
tcp,private,0,0,0,0,136,ataque
icmp,ecr_i,0,520,0,0,460,ataque
tcp,other,14238,1,0,0,2,ataque
tcp,private,0,0,0,0,511,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,255,150,1,1,normal
tcp,http,0,285,434,1,31,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,0,0,0,7,normal
tcp,netbios_ns,0,0,0,0,295,ataque
tcp,ftp_data,0,373,0,1,19,normal
tcp,echo,0,0,0,0,262,ataque
tcp,private,0,0,0,0,1,ataque
tcp,http,0,242,5452,1,17,normal
icmp,ecr_i,0,1032,0,0,509,ataque
tcp,http,0,263,17087,1,1,normal
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,vmnet,0,0,0,0,243,ataque
tcp,http,0,298,4097,1,27,normal
tcp,bgp,0,0,0,0,268,ataque
tcp,ftp_data,0,2890,0,1,13,normal
tcp,http,0,0,0,0,2,normal
tcp,csnet_ns,0,0,0,0,203,ataque
tcp,smtp,2,658,336,1,1,normal
tcp,private,0,0,0,0,172,ataque
tcp,ftp_data,0,0,0,0,5,ataque
tcp,ftp_data,0,3909,0,1,6,normal
tcp,netbios_ssn,0,0,0,0,254,ataque
udp,domain_u,0,46,46,0,88,normal
tcp,ftp_data,0,0,0,0,122,ataque
tcp,private,0,0,0,0,130,ataque
tcp,http,0,175,450,1,6,normal
tcp,ftp,35,1200,3380,1,1,normal
tcp,http,0,143,9743,1,1,normal
icmp,urp_i,0,183,0,0,2,normal
tcp,auth,0,0,0,0,240,ataque
udp,domain_u,0,42,42,0,1,normal
udp,domain_u,0,30,0,0,1,normal
udp,domain_u,0,30,0,0,1,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,138,ataque
tcp,http,0,349,2027,1,5,normal
tcp,hostnames,0,0,0,0,290,ataque
tcp,http,0,301,7689,1,1,normal
tcp,smtp,0,0,0,0,234,ataque
tcp,other,17742,1,0,0,2,ataque
tcp,iso_tsap,0,0,0,0,254,ataque
tcp,http,0,309,296,1,2,normal
tcp,http,0,214,12596,1,4,normal
tcp,IRC,9875,1898,9952,1,3,normal
tcp,echo,0,0,0,0,228,ataque
tcp,gopher,0,0,0,0,185,ataque
tcp,ftp_data,0,1339,0,1,1,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,117,ataque
udp,private,0,215,0,0,1,ataque
tcp,smtp,2,899,328,1,1,normal
tcp,http,0,289,1098,1,2,normal
tcp,private,0,0,0,0,74,ataque
tcp,ftp_data,0,641,0,1,2,normal
tcp,http,0,188,3726,1,3,normal
udp,domain_u,0,43,69,0,283,normal
tcp,ftp_data,0,6932,0,1,2,normal
udp,other,4263,147,105,0,5,normal
tcp,http,0,295,1810,1,15,normal
tcp,private,0,0,0,0,115,ataque
icmp,ecr_i,0,520,0,0,444,ataque
tcp,http,0,313,1404,1,19,normal
tcp,pop_3,0,0,0,0,155,ataque
tcp,vmnet,0,0,0,0,290,ataque
tcp,private,0,0,0,0,130,ataque
tcp,http,0,355,2761,1,2,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,205,12325,1,5,normal
tcp,finger,0,0,0,0,7,ataque
tcp,domain,0,0,0,0,215,ataque
tcp,netbios_ssn,0,0,0,0,134,ataque
udp,private,0,1,0,0,4,ataque
tcp,ftp_data,0,334,0,1,2,ataque
udp,domain_u,0,43,72,0,245,normal
tcp,finger,1,7,312,0,1,normal
tcp,private,0,0,0,0,263,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,331,350,1,12,normal
tcp,private,0,0,0,0,139,ataque
tcp,private,29,0,0,0,1,ataque
tcp,http,0,207,597,1,11,normal
tcp,http,0,206,313,1,14,normal
udp,other,1619,146,105,0,1,normal
icmp,eco_i,0,8,0,0,1,ataque
udp,other,4129,146,105,0,1,normal
tcp,ftp_data,0,11842,0,0,1,normal
tcp,bgp,0,0,0,0,201,ataque
tcp,http,0,251,1879,1,6,normal
tcp,private,0,0,0,0,172,ataque
tcp,http,0,243,13722,1,13,normal
tcp,http,0,347,1600,1,10,normal
tcp,private,0,0,0,0,292,ataque
tcp,ftp_data,0,16115,0,1,13,normal
tcp,http,0,292,1651,1,12,normal
udp,other,7405,147,105,0,1,normal
tcp,ftp_data,0,641,0,1,2,normal
tcp,private,0,0,0,0,140,ataque
tcp,http,0,352,1695,1,13,normal
tcp,http,0,216,566,1,9,normal
tcp,http,0,212,2120,1,12,normal
tcp,private,0,0,0,0,2,ataque
tcp,http,0,174,6044,1,1,normal
tcp,smtp,0,2404,330,1,1,normal
tcp,link,0,0,0,0,149,ataque
udp,domain_u,0,43,69,0,229,normal
tcp,echo,0,0,0,0,198,ataque
tcp,time,0,0,0,0,117,ataque
tcp,telnet,0,0,0,0,74,ataque
tcp,private,0,0,0,0,278,ataque
tcp,auth,0,0,0,0,230,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,221,832,1,17,normal
tcp,ftp_data,0,641,0,1,2,normal
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,private,0,0,0,0,18,ataque
tcp,private,0,0,0,0,53,ataque
icmp,eco_i,0,18,0,0,1,ataque
tcp,private,0,0,0,0,165,ataque
udp,domain_u,0,42,65,0,104,normal
tcp,courier,0,0,0,0,143,ataque
tcp,ftp_data,0,0,0,0,79,ataque
tcp,private,0,0,0,0,294,ataque
tcp,courier,0,0,0,0,98,ataque
tcp,ssh,0,0,0,0,278,ataque
udp,other,8220,145,105,0,10,normal
tcp,private,0,0,0,0,133,ataque
udp,domain_u,0,34,34,0,2,normal
tcp,private,0,0,0,0,240,ataque
tcp,http,0,0,0,0,1,normal
udp,domain_u,0,44,44,0,195,normal
tcp,ftp_data,0,0,0,0,139,ataque
icmp,eco_i,0,18,0,0,1,ataque
tcp,login,0,0,0,0,145,ataque
tcp,ldap,0,0,0,0,261,ataque
tcp,kshell,0,0,0,0,113,ataque
tcp,private,0,0,0,0,281,ataque
tcp,smtp,0,882,329,1,1,normal
tcp,echo,0,0,0,0,176,ataque
udp,private,0,105,0,0,2,normal
udp,other,0,516,4,0,197,normal
tcp,efs,0,0,0,0,147,ataque
tcp,http,0,233,2239,1,7,normal
tcp,http,0,210,307,1,4,normal
icmp,ecr_i,0,1032,0,0,405,ataque
tcp,private,0,0,0,0,284,ataque
tcp,http,0,234,382,1,1,normal
tcp,ldap,0,0,0,0,147,ataque
tcp,private,0,0,0,0,194,ataque
tcp,private,0,0,0,0,202,ataque
tcp,smtp,1,818,326,1,1,normal
tcp,private,0,0,0,0,220,ataque
tcp,smtp,1,1587,326,1,1,normal
tcp,ftp_data,0,1874,0,0,12,normal
tcp,http,0,214,1400,1,35,normal
tcp,telnet,0,0,0,0,19,ataque
tcp,courier,0,0,0,0,102,ataque
tcp,finger,0,0,0,0,1,ataque
tcp,http,0,247,190971,1,5,normal
tcp,http,0,206,981,1,13,normal
tcp,http,0,238,6406,1,5,normal
tcp,private,0,0,0,0,277,ataque
tcp,time,0,0,0,0,257,ataque
tcp,private,0,0,0,0,244,ataque
tcp,http,0,230,369,1,10,normal
udp,domain_u,0,44,152,0,86,normal
tcp,http,0,213,30443,1,1,normal
tcp,http,0,207,2202,1,2,normal
tcp,efs,0,0,0,0,130,ataque
tcp,telnet,0,0,0,0,30,ataque
tcp,csnet_ns,0,0,0,0,201,ataque
tcp,http,1,1,0,0,136,ataque
udp,domain_u,0,30,0,0,1,normal
tcp,http,0,217,5241,1,4,normal
tcp,http,0,54540,8314,1,4,ataque
tcp,gopher,0,0,0,0,143,ataque
tcp,smtp,5,4756,336,1,1,normal
tcp,http,0,231,3222,1,2,normal
tcp,private,0,0,0,0,264,ataque
tcp,telnet,0,0,0,0,23,ataque
tcp,ftp_data,0,3775,0,0,21,normal
tcp,printer,0,0,0,0,132,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,supdup,0,0,0,0,284,ataque
tcp,http,0,0,0,0,1,normal
tcp,klogin,0,0,0,0,138,ataque
tcp,ftp_data,0,0,0,0,22,ataque
tcp,http,0,248,346,1,5,normal
tcp,http,0,285,11214,1,7,normal
tcp,private,0,0,0,0,162,ataque
tcp,http,0,342,370,1,13,normal
icmp,urp_i,0,183,0,0,2,normal
tcp,link,0,0,0,0,239,ataque
tcp,ftp,2,1189,2445,1,1,ataque
tcp,http,0,337,1173,1,2,normal
tcp,supdup,0,0,0,0,233,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,291,6153,1,4,normal
tcp,http,0,186,690,1,9,normal
tcp,http,0,361,870,1,15,normal
tcp,private,0,0,0,0,300,ataque
icmp,eco_i,0,18,0,0,1,ataque
tcp,private,0,0,0,0,104,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,189,345,1,1,normal
tcp,http,0,301,1650,1,5,normal
tcp,private,0,0,0,0,273,ataque
tcp,http,0,303,1512,1,13,normal
tcp,http,0,299,5357,1,2,normal
tcp,http,0,207,372,1,4,normal
tcp,http,0,206,622,1,4,normal
udp,domain_u,0,44,130,0,279,normal
tcp,nntp,0,0,0,0,123,ataque
tcp,time,0,0,0,0,229,ataque
tcp,http,0,251,15764,1,1,normal
tcp,http,0,232,1353,1,5,normal
tcp,ftp,27,1211,3380,1,1,normal
tcp,http,0,212,1400,1,3,normal
tcp,http,0,232,52465,1,1,normal
tcp,ftp_data,2,2194619,0,1,1,normal
tcp,ftp_data,0,35195,0,0,23,normal
udp,domain_u,0,35,0,0,2,normal
tcp,private,0,0,0,0,129,ataque
tcp,http,0,234,1065,1,10,normal
tcp,sql_net,0,0,0,0,203,ataque
tcp,http,0,221,311,1,8,normal
udp,private,0,1,0,0,24,ataque
tcp,http,0,189,308,1,8,normal
tcp,ftp,31,872,2586,1,1,normal
tcp,private,0,0,0,0,511,ataque
tcp,http,0,303,3120,1,21,normal
tcp,ftp_data,0,192,0,1,2,normal
tcp,http,0,247,1718,1,2,normal
tcp,telnet,0,0,0,0,58,ataque
tcp,ftp_data,0,383,0,1,2,normal
tcp,gopher,0,0,0,0,288,ataque
tcp,private,0,0,0,0,111,ataque
icmp,ecr_i,0,520,0,0,75,ataque
tcp,http,0,217,301,1,23,normal
tcp,private,0,0,0,0,1,ataque
udp,domain_u,0,46,134,0,71,normal
udp,other,2219,145,105,0,1,normal
tcp,http,0,329,2330,1,12,normal
tcp,ftp,22,238,767,1,1,normal
tcp,other,0,0,0,0,389,ataque
udp,domain_u,0,43,131,0,265,normal
tcp,private,0,0,0,0,178,ataque
tcp,private,0,0,0,0,212,ataque
tcp,http,0,311,4134,1,23,normal
tcp,ftp_data,0,0,0,0,222,ataque
tcp,telnet,0,0,0,0,273,ataque
tcp,private,0,0,0,0,74,ataque
tcp,supdup,0,0,0,0,228,ataque
tcp,http,0,224,501,1,1,normal
tcp,http,0,238,753,1,4,normal
tcp,http,0,180,2948,1,1,normal
udp,domain_u,0,43,75,0,144,normal
tcp,http,0,224,1415,1,5,normal
tcp,http,0,356,956,1,7,normal
tcp,private,0,0,0,0,511,ataque
tcp,ftp,25,287,903,1,1,normal
tcp,private,0,0,0,0,142,ataque
udp,private,0,1,0,0,77,ataque
icmp,eco_i,0,8,0,0,1,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
udp,domain_u,0,44,44,0,4,normal
tcp,ftp_data,0,3468,0,1,24,normal
tcp,smtp,0,125,240,1,1,normal
tcp,time,0,0,0,0,268,ataque
tcp,efs,0,0,0,0,134,ataque
tcp,private,0,0,0,0,87,ataque
tcp,smtp,0,784,327,1,1,normal
tcp,uucp_path,0,0,0,0,145,ataque
udp,private,0,105,145,0,1,normal
tcp,whois,0,0,0,0,251,ataque
tcp,http,0,355,330,1,7,normal
tcp,http,0,236,331,1,23,normal
tcp,courier,0,0,0,0,112,ataque
tcp,http,0,211,3828,1,3,normal
tcp,link,0,0,0,0,287,ataque
tcp,http,0,208,421,1,1,normal
udp,domain_u,0,44,110,0,192,normal
tcp,echo,0,0,0,0,274,ataque
tcp,http,0,289,2321,1,1,normal
tcp,http,0,180,19189,1,13,normal
tcp,ftp_data,0,12324,0,0,1,normal
tcp,http,0,256,270,1,15,normal
tcp,http,0,54540,8314,1,4,ataque
tcp,time,0,0,0,0,214,ataque
tcp,private,0,0,0,0,148,ataque
udp,other,0,516,4,0,400,normal
tcp,ftp,0,0,0,0,220,ataque
tcp,telnet,0,0,0,0,30,ataque
tcp,name,1,0,0,0,163,ataque
tcp,private,0,0,0,0,132,ataque
tcp,http,0,306,2592,1,8,normal
tcp,netstat,0,0,0,0,227,ataque
tcp,http,0,251,4214,1,4,normal
tcp,private,0,0,0,0,104,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,223,1451,1,1,normal
tcp,http,0,195,1227,1,1,normal
udp,domain_u,0,44,136,0,74,normal
tcp,http,0,0,0,0,2,normal
tcp,http,0,356,2475,1,1,normal
tcp,http,0,227,3898,1,4,normal
tcp,supdup,0,0,0,0,120,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,230,414,1,19,normal
icmp,ecr_i,0,520,0,0,452,ataque
tcp,smtp,0,1693,331,1,1,normal
tcp,http,0,203,622,1,5,normal
tcp,private,0,0,0,0,188,ataque
tcp,private,0,0,0,0,141,ataque
tcp,http,0,198,2810,1,3,normal
tcp,auth,0,10,37,1,2,normal
tcp,telnet,0,0,0,0,80,ataque
tcp,http,0,297,9287,1,5,normal
udp,domain_u,0,44,70,0,121,normal
tcp,http,0,213,282,1,11,normal
tcp,other,16985,1,0,0,2,ataque
tcp,private,0,0,0,0,1,ataque
tcp,http,0,234,1200,1,5,normal
tcp,http,0,205,3284,1,13,normal
tcp,http,0,214,8435,1,9,normal
tcp,http,0,299,3200,1,14,normal
udp,other,0,147,0,0,5,normal
tcp,http,0,222,392,1,6,normal
tcp,http,0,0,0,0,13,ataque
icmp,urp_i,0,181,0,0,2,normal
tcp,private,0,0,0,0,129,ataque
tcp,nnsp,0,0,0,0,138,ataque
tcp,ftp_data,0,1199,0,1,6,normal
tcp,ftp_data,0,190,0,0,1,normal
tcp,http,0,287,678,1,4,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,nnsp,0,0,0,0,131,ataque
tcp,http,0,306,1075,1,1,normal
tcp,private,0,0,0,0,197,ataque
udp,other,8461,147,105,0,7,normal
tcp,private,0,0,0,0,285,ataque
tcp,http,0,219,857,1,15,normal
tcp,netbios_ns,0,0,0,0,261,ataque
udp,ntp_u,0,48,48,0,1,normal
udp,private,0,1,0,0,74,ataque
tcp,rje,0,0,0,0,214,ataque
tcp,uucp_path,0,0,0,0,182,ataque
tcp,private,0,0,0,0,162,ataque
tcp,http,0,301,1047,1,25,normal
tcp,http,0,373,468,1,14,normal
tcp,whois,0,0,0,0,231,ataque
tcp,ftp_data,0,1830,0,1,7,normal
icmp,ecr_i,0,1032,0,0,510,ataque
tcp,http,0,220,1249,1,4,normal
tcp,private,0,0,0,0,1,ataque
tcp,ftp_data,0,245,0,0,2,normal
tcp,uucp_path,0,0,0,0,218,ataque
tcp,private,0,0,0,0,236,ataque
tcp,http,0,326,399,1,27,normal
tcp,http,0,321,2444,1,6,normal
tcp,http,0,287,1856,1,22,normal
udp,domain_u,0,45,45,0,141,normal
tcp,private,0,0,0,0,266,ataque
tcp,vmnet,0,0,0,0,274,ataque
tcp,http,0,243,1541,1,2,normal
tcp,private,0,0,0,0,134,ataque
tcp,http,0,303,1321,1,14,normal
tcp,finger,0,0,0,0,1,ataque
tcp,ftp,38,1505,4152,1,1,normal
tcp,private,0,0,0,0,107,ataque
tcp,http,0,295,2056,1,14,normal
tcp,http,0,283,2385,1,13,normal
tcp,telnet,0,126,179,0,2,ataque
tcp,smtp,3,1370,339,1,1,normal
tcp,smtp,1,6,125,1,84,ataque
tcp,private,0,0,0,0,33,ataque
tcp,finger,0,0,0,0,1,ataque
tcp,other,0,0,0,0,510,ataque
tcp,http,0,212,11193,1,3,normal
tcp,smtp,1,3503,339,1,1,normal
udp,domain_u,0,45,135,0,24,normal
tcp,http,0,282,1227,1,3,normal
tcp,http,0,296,2445,1,5,normal
tcp,private,0,0,0,0,201,ataque
tcp,http,0,323,1722,1,15,normal
udp,domain_u,0,31,31,0,2,normal
tcp,login,0,0,0,0,105,ataque
tcp,smtp,1,1727,331,1,1,normal
tcp,private,0,0,0,0,86,ataque
tcp,private,0,0,0,0,116,ataque
tcp,http,0,243,1055,1,17,normal
udp,domain_u,0,43,72,0,113,normal
tcp,http,0,379,3819,1,10,normal
tcp,http,0,309,314,1,4,normal
tcp,http,0,221,398,1,3,normal
tcp,http,0,333,3293,1,13,normal
udp,other,4955,146,105,0,1,normal
tcp,http,0,221,545,1,2,normal
tcp,private,0,0,0,0,150,ataque
tcp,private,0,0,0,0,133,ataque
tcp,smtp,1,1166,364,1,2,normal
tcp,http,0,286,301,1,33,normal
tcp,ctf,0,0,0,0,210,ataque
tcp,smtp,4,2972,332,1,1,normal
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,ftp_data,0,748,0,1,1,normal
tcp,auth,0,0,0,0,238,ataque
tcp,private,0,0,0,0,158,ataque
tcp,sunrpc,0,0,0,0,300,ataque
icmp,ecr_i,0,1032,0,0,378,ataque
icmp,eco_i,0,8,0,0,1,ataque
udp,domain_u,0,46,46,0,130,normal
tcp,ftp_data,0,749,0,1,1,normal
udp,domain_u,0,46,136,0,114,normal
tcp,http,0,309,1958,1,6,normal
tcp,http,0,320,2459,1,1,normal
tcp,courier,0,0,0,0,105,ataque
tcp,private,0,0,0,0,121,ataque
tcp,http,0,217,945,1,19,normal
udp,private,0,28,0,0,68,ataque
tcp,http,0,207,2533,1,22,normal
tcp,http,0,228,14408,1,8,normal
tcp,http,0,258,5626,1,11,normal
tcp,uucp,0,0,0,0,105,ataque
tcp,http,0,267,2920,1,3,normal
udp,private,0,28,0,0,43,ataque
udp,domain_u,0,43,125,0,51,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,321,3503,1,9,normal
tcp,private,0,0,0,0,150,ataque
tcp,finger,0,0,0,0,70,ataque
tcp,http,0,0,0,0,238,ataque
tcp,http,0,316,473,1,1,normal
udp,other,15004,145,105,0,1,normal
tcp,http,0,319,1792,1,1,normal
tcp,http,0,305,2180,1,5,normal
tcp,http,0,196,1292,1,9,normal
udp,private,0,100,0,0,1,ataque
tcp,smtp,0,1129,327,1,1,normal
tcp,ftp_data,0,15722,0,1,1,normal
tcp,private,4,0,0,0,145,ataque
tcp,auth,0,6,31,1,509,ataque
tcp,ftp_data,0,374,0,1,1,normal
tcp,smtp,0,976,285,1,1,normal
udp,domain_u,0,44,113,0,3,normal
udp,other,3557,147,105,0,1,normal
tcp,http,0,247,1638,1,11,normal
tcp,smtp,0,1375,330,1,2,normal
udp,domain_u,0,45,45,0,137,normal
tcp,http,0,316,1270,1,2,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,300,1524,1,11,normal
tcp,http,0,206,1970,1,19,normal
tcp,smtp,1,1428,332,1,1,normal
tcp,http,0,196,6158,1,8,normal
tcp,private,0,0,0,0,158,ataque
tcp,http,0,227,1097,1,11,normal
tcp,http,0,284,382,1,11,normal
tcp,http,0,312,16060,1,1,normal
tcp,private,0,0,0,0,73,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,205,3433,1,3,normal
icmp,eco_i,0,30,0,0,1,normal
tcp,private,0,0,0,0,213,ataque
icmp,ecr_i,0,1032,0,0,510,ataque
udp,domain_u,0,42,42,0,7,normal
tcp,other,0,0,0,0,511,ataque
tcp,http,0,315,1622,1,39,normal
udp,domain_u,0,45,77,0,141,normal
tcp,private,0,0,0,0,137,ataque
tcp,private,0,0,0,0,106,ataque
udp,domain_u,0,45,74,0,262,normal
tcp,auth,0,0,0,0,236,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,220,3783,1,4,normal
tcp,http,0,310,1206,1,33,normal
udp,other,2620,147,105,0,3,normal
tcp,http,0,308,4597,1,4,normal
icmp,ecr_i,0,30,0,0,1,normal
tcp,http,0,343,12777,1,4,normal
tcp,uucp_path,0,0,0,0,145,ataque
tcp,http,0,315,5726,1,3,normal
tcp,smtp,0,696,330,1,1,normal
udp,domain_u,0,43,69,0,146,normal
